Make,Model,Number.of.Engines,Weather.Condition,Purpose.of.flight,Event.Date,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Severity.Score,Year,Purpose_Grouped
Cessna,172N,1.0,Vmc,Personal,1998-10-23,0.0,0.0,0.0,1.0,0.0,1998,Personal
Cessna,172N,1.0,Vmc,Personal,1998-10-25,1.0,3.0,0.0,0.0,14.0,1998,Personal
Cessna,172M,1.0,Vmc,Personal,1998-10-25,0.0,0.0,0.0,1.0,0.0,1998,Personal
Cessna,152,1.0,Vmc,Instructional,1998-10-25,0.0,0.0,0.0,1.0,0.0,1998,Instructional
Cessna,152,1.0,Vmc,Instructional,1998-10-27,0.0,0.0,0.0,1.0,0.0,1998,Instructional
Cessna,152,1.0,Vmc,Instructional,1998-10-28,0.0,0.0,1.0,1.0,1.0,1998,Instructional
Cessna,182,1.0,Vmc,Other Work Use,1998-10-29,0.0,0.0,0.0,1.0,0.0,1998,Other Work Use
Cessna,172,1.0,Vmc,Personal,1998-10-31,0.0,0.0,0.0,3.0,0.0,1998,Personal
Cessna,152,1.0,Vmc,Instructional,1998-11-03,0.0,0.0,0.0,1.0,0.0,1998,Instructional
Cessna,152,1.0,Vmc,Instructional,1998-11-05,0.0,0.0,0.0,3.0,0.0,1998,Instructional
Cessna,172N,1.0,Vmc,Instructional,1998-11-06,0.0,0.0,0.0,4.0,0.0,1998,Instructional
Piper,Pa-28-140,1.0,Vmc,Business,1998-11-06,1.0,0.0,0.0,0.0,5.0,1998,Business
Cessna,150,1.0,Vmc,Instructional,1998-11-06,0.0,0.0,0.0,1.0,0.0,1998,Instructional
Cessna,152,1.0,Vmc,Instructional,1998-11-07,0.0,0.0,2.0,0.0,2.0,1998,Instructional
Cessna,172N,1.0,Imc,Instructional,1998-11-08,0.0,0.0,1.0,1.0,1.0,1998,Instructional
Cessna,172M,1.0,Vmc,Personal,1998-11-08,0.0,0.0,1.0,0.0,1.0,1998,Personal
Piper,Pa-18-150,1.0,Vmc,Personal,1998-11-11,0.0,0.0,0.0,1.0,0.0,1998,Personal
Cessna,152,1.0,Vmc,Instructional,1998-11-12,0.0,0.0,0.0,1.0,0.0,1998,Instructional
Cessna,152,1.0,Vmc,Personal,1998-11-12,0.0,0.0,0.0,2.0,0.0,1998,Personal
Cessna,152,1.0,Vmc,Instructional,1998-11-13,0.0,1.0,1.0,0.0,4.0,1998,Instructional
Cessna,172N,1.0,Vmc,Instructional,1998-11-13,0.0,0.0,0.0,2.0,0.0,1998,Instructional
Cessna,172N,1.0,Vmc,Instructional,1998-11-14,0.0,0.0,0.0,1.0,0.0,1998,Instructional
Cessna,152,1.0,Vmc,Personal,1998-11-14,1.0,0.0,0.0,0.0,5.0,1998,Personal
Cessna,172,1.0,Vmc,Personal,1998-11-15,0.0,0.0,2.0,0.0,2.0,1998,Personal
Cessna,152,1.0,Vmc,Instructional,1998-11-15,0.0,0.0,0.0,1.0,0.0,1998,Instructional
Cessna,172N,1.0,Imc,Personal,1998-11-16,0.0,1.0,1.0,0.0,4.0,1998,Personal
Cessna,152,1.0,Vmc,Personal,1998-11-18,0.0,1.0,0.0,0.0,3.0,1998,Personal
Cessna,172P,1.0,Vmc,Instructional,1998-11-21,2.0,1.0,0.0,0.0,13.0,1998,Instructional
Cessna,172P,1.0,Vmc,Personal,1998-11-22,0.0,0.0,0.0,2.0,0.0,1998,Personal
Cessna,150,1.0,Vmc,Instructional,1998-11-23,0.0,1.0,0.0,0.0,3.0,1998,Instructional
Cessna,172N,1.0,Imc,Personal,1998-11-24,2.0,0.0,0.0,0.0,10.0,1998,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1998-11-25,0.0,0.0,0.0,2.0,0.0,1998,Personal
Cessna,172N,1.0,Vmc,Personal,1998-11-26,0.0,0.0,0.0,1.0,0.0,1998,Personal
Piper,Pa-28-140,1.0,Vmc,Instructional,1998-11-27,0.0,0.0,0.0,1.0,0.0,1998,Instructional
Cessna,172M,1.0,Vmc,Instructional,1998-11-27,0.0,0.0,3.0,0.0,3.0,1998,Instructional
Cessna,172P,1.0,Vmc,Personal,1998-11-27,0.0,0.0,3.0,0.0,3.0,1998,Personal
Cessna,152,1.0,Vmc,Personal,1998-11-28,0.0,1.0,1.0,2.0,4.0,1998,Personal
Cessna,152,1.0,Vmc,Instructional,1998-12-01,0.0,0.0,0.0,1.0,0.0,1998,Instructional
Cessna,180,1.0,Vmc,Personal,1998-12-03,0.0,0.0,0.0,3.0,0.0,1998,Personal
Cessna,150,1.0,Vmc,Personal,1998-12-03,0.0,0.0,0.0,2.0,0.0,1998,Personal
Piper,Pa-18-150,1.0,Vmc,Public Aircraft,1998-12-04,0.0,0.0,0.0,1.0,0.0,1998,Public Aircraft
Cessna,150,1.0,Vmc,Instructional,1998-12-06,0.0,0.0,0.0,1.0,0.0,1998,Instructional
Cessna,152,1.0,Vmc,Personal,1998-12-10,0.0,0.0,0.0,1.0,0.0,1998,Personal
Cessna,152,1.0,Vmc,Instructional,1998-12-14,0.0,0.0,0.0,1.0,0.0,1998,Instructional
Cessna,182,1.0,Vmc,Ferry,1998-12-16,0.0,0.0,0.0,1.0,0.0,1998,Ferry
Cessna,152,1.0,Vmc,Personal,1998-12-17,1.0,0.0,0.0,0.0,5.0,1998,Personal
Piper,Pa-18-150,1.0,Vmc,Personal,1998-12-19,0.0,0.0,0.0,1.0,0.0,1998,Personal
Cessna,172M,1.0,Vmc,Instructional,1998-12-19,0.0,0.0,0.0,2.0,0.0,1998,Instructional
Cessna,150,1.0,Vmc,Personal,1998-12-24,0.0,0.0,0.0,2.0,0.0,1998,Personal
Cessna,152,1.0,Vmc,Instructional,1998-12-26,0.0,0.0,0.0,1.0,0.0,1998,Instructional
Cessna,152,1.0,Vmc,Instructional,1998-12-27,0.0,0.0,0.0,2.0,0.0,1998,Instructional
Cessna,152,1.0,Vmc,Instructional,1998-12-31,0.0,0.0,0.0,2.0,0.0,1998,Instructional
Cessna,152,1.0,Vmc,Personal,1998-12-31,0.0,0.0,2.0,0.0,2.0,1998,Personal
Cessna,172M,1.0,Vmc,Instructional,1999-01-05,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,172P,1.0,Vmc,Instructional,1999-01-05,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Instructional,1999-01-09,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,172,1.0,Imc,Personal,1999-01-10,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172,1.0,Vmc,Personal,1999-01-12,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,152,1.0,Vmc,Instructional,1999-01-21,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Instructional,1999-01-25,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Piper,Pa-18-150,1.0,Vmc,Personal,1999-01-27,0.0,0.0,1.0,0.0,1.0,1999,Personal
Cessna,152,1.0,Vmc,Instructional,1999-02-02,0.0,0.0,1.0,1.0,1.0,1999,Instructional
Piper,Pa-18-150,1.0,Vmc,Public Aircraft,1999-02-03,0.0,0.0,0.0,1.0,0.0,1999,Public Aircraft
Cessna,150,1.0,Vmc,Personal,1999-02-06,0.0,0.0,0.0,1.0,0.0,1999,Personal
Piper,Pa-18-150,1.0,Vmc,Personal,1999-02-06,2.0,0.0,0.0,0.0,10.0,1999,Personal
Cessna,152,1.0,Vmc,Instructional,1999-02-08,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,172P,1.0,Vmc,Instructional,1999-02-10,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Instructional,1999-02-12,0.0,0.0,2.0,0.0,2.0,1999,Instructional
Cessna,172N,1.0,Imc,Personal,1999-02-14,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Personal,1999-02-16,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Aerial Observation,1999-02-19,0.0,0.0,2.0,1.0,2.0,1999,Aerial Observation
Cessna,172P,1.0,Vmc,Instructional,1999-02-21,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Instructional,1999-02-25,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Personal,1999-02-26,0.0,0.0,1.0,0.0,1.0,1999,Personal
Cessna,172N,1.0,Vmc,Instructional,1999-02-26,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Cessna,172P,1.0,Vmc,Personal,1999-02-26,0.0,0.0,0.0,2.0,0.0,1999,Personal
Piper,Pa-28-140,1.0,Imc,Personal,1999-02-28,0.0,1.0,1.0,0.0,4.0,1999,Personal
Cessna,172N,1.0,Vmc,Instructional,1999-03-06,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,172P,1.0,Vmc,Instructional,1999-03-07,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Instructional,1999-03-10,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Piper,Pa-28-140,1.0,Vmc,Personal,1999-03-12,0.0,1.0,0.0,0.0,3.0,1999,Personal
Cessna,172,1.0,Vmc,Personal,1999-03-13,2.0,0.0,0.0,0.0,10.0,1999,Personal
Cessna,150,1.0,Vmc,Personal,1999-03-16,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172M,1.0,Vmc,Instructional,1999-03-19,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Personal,1999-03-22,1.0,0.0,0.0,0.0,5.0,1999,Personal
Cessna,152,1.0,Vmc,Personal,1999-03-22,0.0,0.0,1.0,0.0,1.0,1999,Personal
Cessna,172M,1.0,Vmc,Business,1999-03-24,0.0,0.0,0.0,1.0,0.0,1999,Business
Cessna,172,1.0,Vmc,Personal,1999-03-26,0.0,0.0,1.0,0.0,1.0,1999,Personal
Cessna,172N,1.0,Vmc,Instructional,1999-03-27,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,180,1.0,Vmc,Personal,1999-03-28,0.0,0.0,0.0,3.0,0.0,1999,Personal
Cessna,150,1.0,Vmc,Instructional,1999-03-31,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,172P,1.0,Vmc,Instructional,1999-04-02,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,172M,1.0,Imc,Personal,1999-04-04,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,180,1.0,Vmc,Personal,1999-04-04,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Personal,1999-04-06,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Instructional,1999-04-07,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Cessna,172P,1.0,Imc,Personal,1999-04-07,0.0,0.0,2.0,0.0,2.0,1999,Personal
Piper,Pa-28-140,1.0,Vmc,Instructional,1999-04-07,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Piper,Pa-28-140,1.0,Vmc,Instructional,1999-04-10,0.0,0.0,1.0,0.0,1.0,1999,Instructional
Cessna,172N,1.0,Vmc,Instructional,1999-04-13,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,172,1.0,Vmc,Personal,1999-04-13,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,152,1.0,Vmc,Instructional,1999-04-14,2.0,0.0,0.0,0.0,10.0,1999,Instructional
Cessna,172M,1.0,Vmc,Personal,1999-04-16,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,152,1.0,Vmc,Personal,1999-04-18,0.0,0.0,0.0,1.0,0.0,1999,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1999-04-19,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,152,1.0,Vmc,Instructional,1999-04-21,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Cessna,172,1.0,Vmc,Personal,1999-04-24,1.0,1.0,0.0,0.0,8.0,1999,Personal
Cessna,172M,1.0,Vmc,Personal,1999-04-25,0.0,0.0,1.0,0.0,1.0,1999,Personal
Cessna,172M,1.0,Vmc,Personal,1999-04-26,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Instructional,1999-04-28,0.0,0.0,0.0,3.0,0.0,1999,Instructional
Cessna,172,1.0,Vmc,Instructional,1999-04-29,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Instructional,1999-04-29,0.0,2.0,1.0,0.0,7.0,1999,Instructional
Cessna,172N,1.0,Vmc,Instructional,1999-04-29,0.0,2.0,1.0,0.0,7.0,1999,Instructional
Cessna,172,1.0,Vmc,Personal,1999-05-02,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,182,1.0,Vmc,Personal,1999-05-02,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Instructional,1999-05-04,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Cessna,172,1.0,Imc,Personal,1999-05-05,1.0,0.0,0.0,0.0,5.0,1999,Personal
Cessna,152,1.0,Vmc,Personal,1999-05-07,0.0,0.0,2.0,0.0,2.0,1999,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1999-05-07,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172M,1.0,Vmc,Personal,1999-05-08,0.0,0.0,2.0,1.0,2.0,1999,Personal
Cessna,172N,1.0,Vmc,Personal,1999-05-08,0.0,2.0,0.0,0.0,6.0,1999,Personal
Piper,Pa-18-150,1.0,Vmc,Personal,1999-05-09,0.0,0.0,0.0,1.0,0.0,1999,Personal
Piper,Pa-28-140,1.0,Vmc,Instructional,1999-05-10,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Instructional,1999-05-12,0.0,2.0,0.0,0.0,6.0,1999,Instructional
Cessna,172M,1.0,Vmc,Personal,1999-05-16,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172M,1.0,Vmc,Personal,1999-05-16,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172P,1.0,Vmc,Instructional,1999-05-18,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Piper,Pa-18-150,1.0,Vmc,Business,1999-05-21,0.0,0.0,0.0,1.0,0.0,1999,Business
Cessna,172N,1.0,Vmc,Personal,1999-05-22,0.0,0.0,0.0,3.0,0.0,1999,Personal
Cessna,152,1.0,Vmc,Instructional,1999-05-22,0.0,0.0,1.0,0.0,1.0,1999,Instructional
Piper,Pa-28-140,1.0,Vmc,Personal,1999-05-23,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,152,1.0,Vmc,Personal,1999-05-25,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Instructional,1999-05-27,0.0,0.0,1.0,0.0,1.0,1999,Instructional
Cessna,180,1.0,Vmc,Personal,1999-05-28,0.0,0.0,0.0,3.0,0.0,1999,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1999-05-29,2.0,0.0,0.0,0.0,10.0,1999,Personal
Cessna,172P,1.0,Vmc,Instructional,1999-05-29,2.0,0.0,1.0,1.0,11.0,1999,Instructional
Cessna,172P,1.0,Vmc,Instructional,1999-05-30,0.0,0.0,0.0,4.0,0.0,1999,Instructional
Cessna,172,1.0,Vmc,Instructional,1999-05-31,0.0,0.0,1.0,2.0,1.0,1999,Instructional
Piper,Pa-18-150,1.0,Vmc,,1999-06-03,1.0,0.0,0.0,0.0,5.0,1999,Other
Cessna,152,1.0,Vmc,Instructional,1999-06-05,0.0,1.0,0.0,0.0,3.0,1999,Instructional
Piper,Pa-28-140,1.0,Vmc,Personal,1999-06-07,0.0,0.0,1.0,1.0,1.0,1999,Personal
Cessna,172,1.0,Vmc,Personal,1999-06-09,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Personal,1999-06-10,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172,1.0,Vmc,Instructional,1999-06-11,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Cessna,172N,1.0,Vmc,Instructional,1999-06-11,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Piper,Pa-18-150,1.0,Vmc,Public Aircraft,1999-06-11,2.0,0.0,0.0,0.0,10.0,1999,Public Aircraft
Piper,Pa-28-140,1.0,Vmc,Personal,1999-06-12,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172P,1.0,Vmc,Personal,1999-06-13,0.0,0.0,2.0,0.0,2.0,1999,Personal
Cessna,172P,1.0,Vmc,Instructional,1999-06-14,0.0,0.0,3.0,0.0,3.0,1999,Instructional
Cessna,172,1.0,Vmc,Personal,1999-06-15,0.0,0.0,2.0,0.0,2.0,1999,Personal
Cessna,172N,1.0,Vmc,Personal,1999-06-17,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Instructional,1999-06-18,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Piper,Pa-28-140,1.0,Vmc,Personal,1999-06-19,0.0,0.0,0.0,3.0,0.0,1999,Personal
Cessna,182,1.0,Vmc,Personal,1999-06-20,0.0,0.0,0.0,3.0,0.0,1999,Personal
Cessna,172M,1.0,Vmc,Personal,1999-06-20,0.0,3.0,0.0,0.0,9.0,1999,Personal
Cessna,172M,1.0,Vmc,Personal,1999-06-20,0.0,1.0,0.0,0.0,3.0,1999,Personal
Cessna,182,1.0,Vmc,Personal,1999-06-28,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172P,1.0,Vmc,Personal,1999-06-28,0.0,0.0,0.0,3.0,0.0,1999,Personal
Piper,Pa-18-150,1.0,Vmc,,1999-07-01,0.0,0.0,0.0,1.0,0.0,1999,Other
Cessna,180,1.0,Vmc,Personal,1999-07-02,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172P,1.0,Vmc,Instructional,1999-07-03,0.0,1.0,0.0,0.0,3.0,1999,Instructional
Piper,Pa-18-150,1.0,Vmc,Personal,1999-07-03,0.0,1.0,0.0,0.0,3.0,1999,Personal
Cessna,150,1.0,Vmc,Personal,1999-07-06,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Aerial Observation,1999-07-06,0.0,0.0,3.0,0.0,3.0,1999,Aerial Observation
Cessna,152,1.0,Vmc,Instructional,1999-07-07,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Cessna,172,1.0,Vmc,Instructional,1999-07-08,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,172M,1.0,Vmc,Personal,1999-07-10,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Personal,1999-07-11,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,150,1.0,Vmc,Personal,1999-07-11,1.0,0.0,0.0,0.0,5.0,1999,Personal
Cessna,172M,1.0,Vmc,Personal,1999-07-12,0.0,1.0,0.0,0.0,3.0,1999,Personal
Cessna,172N,1.0,Vmc,Instructional,1999-07-13,0.0,0.0,0.0,3.0,0.0,1999,Instructional
Piper,Pa-18-150,1.0,Vmc,Aerial Application,1999-07-14,1.0,0.0,0.0,0.0,5.0,1999,Aerial Application
Cessna,150,1.0,Vmc,Personal,1999-07-15,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Instructional,1999-07-16,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,180,1.0,Vmc,Personal,1999-07-17,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Instructional,1999-07-19,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Piper,Pa-18-150,1.0,Vmc,,1999-07-20,0.0,0.0,0.0,1.0,0.0,1999,Other
Cessna,152,1.0,Vmc,Instructional,1999-07-21,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Instructional,1999-07-23,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Cessna,150,1.0,Vmc,Instructional,1999-07-24,0.0,0.0,2.0,0.0,2.0,1999,Instructional
Cessna,180,1.0,Vmc,Personal,1999-07-24,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Instructional,1999-07-25,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Instructional,1999-07-26,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,172,1.0,Vmc,Positioning,1999-07-28,0.0,0.0,0.0,1.0,0.0,1999,Positioning
Cessna,182,1.0,Vmc,Personal,1999-07-29,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172M,1.0,Vmc,Instructional,1999-07-30,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Piper,Pa-18-150,1.0,Vmc,Personal,1999-07-31,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,180,1.0,Vmc,,1999-08-02,0.0,0.0,0.0,2.0,0.0,1999,Other
Cessna,172P,1.0,Imc,Personal,1999-08-02,1.0,0.0,0.0,0.0,5.0,1999,Personal
Cessna,152,1.0,Vmc,Instructional,1999-08-03,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,172N,1.0,Vmc,Instructional,1999-08-04,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Piper,Pa-28-140,1.0,Vmc,Instructional,1999-08-05,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Cessna,172P,1.0,Vmc,Personal,1999-08-06,0.0,0.0,0.0,1.0,0.0,1999,Personal
Piper,Pa-18-150,1.0,Vmc,Business,1999-08-07,2.0,0.0,0.0,0.0,10.0,1999,Business
Cessna,172N,1.0,Vmc,Personal,1999-08-08,0.0,0.0,0.0,3.0,0.0,1999,Personal
Cessna,152,1.0,Vmc,Instructional,1999-08-09,0.0,0.0,1.0,1.0,1.0,1999,Instructional
Cessna,152,1.0,Vmc,Instructional,1999-08-10,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Aerial Observation,1999-08-10,0.0,0.0,0.0,1.0,0.0,1999,Aerial Observation
Cessna,172P,1.0,Vmc,Instructional,1999-08-11,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,182,1.0,Vmc,Personal,1999-08-11,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,152,1.0,Vmc,Personal,1999-08-11,1.0,0.0,0.0,0.0,5.0,1999,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1999-08-13,2.0,0.0,0.0,0.0,10.0,1999,Personal
Cessna,152,1.0,Vmc,Personal,1999-08-13,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,152,1.0,Vmc,Instructional,1999-08-17,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Instructional,1999-08-17,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Personal,1999-08-18,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,152,1.0,Vmc,Personal,1999-08-19,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,180,1.0,Vmc,Personal,1999-08-20,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,180,1.0,Vmc,Business,1999-08-21,0.0,0.0,0.0,1.0,0.0,1999,Business
Piper,Pa-18-150,1.0,Vmc,Personal,1999-08-21,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172P,1.0,Vmc,Personal,1999-08-23,0.0,0.0,0.0,1.0,0.0,1999,Personal
Piper,Pa-18-150,1.0,Vmc,Personal,1999-08-24,1.0,0.0,0.0,0.0,5.0,1999,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1999-08-25,0.0,0.0,2.0,2.0,2.0,1999,Personal
Cessna,172N,1.0,Imc,Personal,1999-08-25,4.0,0.0,0.0,0.0,20.0,1999,Personal
Cessna,150,1.0,Vmc,Personal,1999-08-26,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172M,1.0,Vmc,Personal,1999-08-26,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Personal,1999-08-27,0.0,0.0,0.0,2.0,0.0,1999,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1999-08-28,0.0,0.0,2.0,0.0,2.0,1999,Personal
Cessna,172N,1.0,Vmc,Instructional,1999-08-29,3.0,0.0,0.0,0.0,15.0,1999,Instructional
Cessna,152,1.0,Vmc,Instructional,1999-08-31,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Piper,Pa-18-150,1.0,Vmc,Personal,1999-09-02,0.0,0.0,1.0,0.0,1.0,1999,Personal
Cessna,172P,1.0,Vmc,Instructional,1999-09-03,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,172N,1.0,Vmc,Instructional,1999-09-04,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Cessna,182,1.0,Vmc,Personal,1999-09-04,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Personal,1999-09-05,0.0,0.0,0.0,3.0,0.0,1999,Personal
Cessna,172P,1.0,Vmc,Personal,1999-09-06,0.0,0.0,0.0,3.0,0.0,1999,Personal
Cessna,172,1.0,Vmc,Personal,1999-09-06,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,182,1.0,Vmc,Personal,1999-09-06,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,150,1.0,Vmc,Personal,1999-09-06,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,180,1.0,Vmc,Personal,1999-09-06,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,182,1.0,Vmc,Ferry,1999-09-10,0.0,0.0,0.0,1.0,0.0,1999,Ferry
Cessna,172M,1.0,Vmc,Business,1999-09-11,0.0,0.0,0.0,1.0,0.0,1999,Business
Piper,Pa-28-140,1.0,Vmc,Personal,1999-09-11,0.0,1.0,0.0,0.0,3.0,1999,Personal
Cessna,172N,1.0,Vmc,Personal,1999-09-11,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172M,1.0,Vmc,Personal,1999-09-11,0.0,0.0,2.0,1.0,2.0,1999,Personal
Cessna,152,1.0,Vmc,Personal,1999-09-13,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Personal,1999-09-17,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,182,1.0,Vmc,,1999-09-18,0.0,0.0,0.0,1.0,0.0,1999,Other
Cessna,152,1.0,Vmc,Instructional,1999-09-18,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Cessna,180,1.0,Vmc,Personal,1999-09-18,0.0,0.0,0.0,1.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Personal,1999-09-19,0.0,0.0,0.0,4.0,0.0,1999,Personal
Cessna,172,1.0,Vmc,Personal,1999-09-19,0.0,0.0,1.0,0.0,1.0,1999,Personal
Cessna,172P,1.0,Imc,Instructional,1999-09-21,0.0,0.0,0.0,2.0,0.0,1999,Instructional
Cessna,152,1.0,Vmc,Instructional,1999-09-21,0.0,0.0,0.0,1.0,0.0,1999,Instructional
Cessna,172,1.0,Vmc,Business,1999-09-23,0.0,0.0,1.0,2.0,1.0,1999,Business
Cessna,172,1.0,Vmc,Personal,1999-09-25,0.0,0.0,0.0,3.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Personal,1999-09-26,0.0,0.0,0.0,2.0,0.0,1999,Personal
Cessna,172N,1.0,Vmc,Personal,1999-09-26,0.0,0.0,0.0,1.0,0.0,1999,Personal
